time,tavg,tmin,tmax,prcp,wspd
2019-03-28,28.7,21.4,35.4,0.0,8.3
2019-03-29,28.7,23.2,36.2,0.0,8.3
2019-03-30,28.6,23.4,35.2,0.0,8.2
2019-03-31,28.7,22.7,35.3,0.0,9.2
2019-04-01,28.7,22.9,35.6,0.0,8.9
2019-04-02,28.3,23.6,36.0,0.0,6.9
2019-04-03,29.0,21.8,35.0,0.0,9.6
2019-04-04,28.4,23.0,36.2,0.0,13.6
2019-04-05,27.7,23.0,35.2,0.0,11.7
2019-04-06,28.7,23.4,35.4,0.0,8.2
2019-04-07,29.5,24.0,35.4,0.0,8.0
2019-04-08,28.4,24.0,36.4,0.0,11.0
2019-04-09,28.2,22.8,35.6,7.6,10.4
2019-04-10,29.3,22.8,35.4,1.0,9.7
2019-04-11,29.2,24.2,36.0,0.0,8.8
2019-04-12,30.0,23.6,36.0,0.0,9.9
2019-04-13,29.4,24.6,36.6,0.0,10.9
2019-04-14,29.5,24.2,36.0,0.0,12.0
2019-04-15,29.1,24.0,36.2,0.0,9.8
2019-04-16,29.7,23.6,36.2,0.0,10.4
2019-04-17,26.3,24.0,36.4,0.0,13.0
2019-04-18,27.2,21.6,36.0,16.8,11.3
2019-04-19,27.6,21.4,35.6,20.8,11.8
2019-04-20,26.8,22.4,33.2,0.3,12.4
2019-04-21,27.4,21.6,34.2,0.0,11.5
2019-04-22,27.7,23.6,34.2,0.0,12.0
2019-04-23,27.9,23.2,35.0,0.0,12.2
2019-04-24,28.8,23.0,34.2,0.3,9.6
2019-04-25,28.8,22.8,34.5,0.0,8.3
2019-04-26,29.6,23.5,35.6,0.0,7.6
2019-04-27,30.4,24.4,36.6,0.0,11.1
2019-04-28,28.3,24.9,37.0,0.0,9.3
2019-04-29,28.2,24.0,32.2,0.0,9.1
2019-04-30,24.2,20.0,35.0,35.1,19.5
2019-05-01,26.3,21.0,29.0,0.0,19.5
2019-05-02,27.0,22.0,30.2,0.0,20.3
2019-05-03,27.1,21.4,33.4,0.0,18.5
2019-05-04,27.3,22.0,33.6,0.0,14.6
2019-05-05,28.6,22.4,36.1,0.0,10.6
2019-05-06,28.8,24.0,35.6,0.0,11.4
2019-05-07,25.5,22.0,36.2,0.0,17.0
2019-05-08,26.7,20.6,33.6,15.0,17.0
2019-05-09,27.9,21.0,33.3,0.0,15.5
2019-05-10,29.4,23.2,36.0,0.0,10.5
2019-05-11,27.3,24.6,35.7,0.0,12.2
2019-05-12,27.8,24.4,35.2,7.9,10.3
2019-05-13,26.7,21.7,35.0,0.0,13.2
2019-05-14,27.9,21.8,35.0,0.0,15.0
2019-05-15,25.6,22.2,34.8,0.0,14.4
2019-05-16,27.1,21.3,34.6,0.0,8.3
2019-05-17,24.0,21.6,33.6,9.9,7.3
2019-05-18,27.7,21.4,33.6,18.8,8.2
2019-05-19,28.2,23.8,34.0,0.0,9.5
2019-05-20,28.0,24.4,34.8,0.0,11.3
2019-05-21,28.5,24.0,34.4,0.0,8.8
2019-05-22,26.9,21.0,34.8,0.0,7.8
2019-05-23,26.5,22.6,34.6,15.0,7.3
2019-05-24,26.1,22.4,34.0,3.8,7.6
2019-05-25,24.8,21.2,33.5,0.0,10.6
2019-05-26,26.4,21.0,34.0,0.0,12.6
2019-05-27,27.7,20.0,33.8,37.3,8.3
2019-05-28,27.5,24.9,34.2,0.0,11.9
2019-05-29,27.9,23.0,33.6,0.3,7.2
2019-05-30,27.8,23.2,34.0,0.0,11.5
2019-05-31,26.5,24.0,33.3,0.0,10.3
2019-06-01,27.5,21.0,33.2,1.5,10.4
2019-06-02,26.2,22.0,33.2,0.0,14.3
2019-06-03,25.5,21.2,32.1,8.4,12.2
2019-06-04,26.9,22.1,30.7,0.0,12.1
2019-06-05,25.3,21.0,31.8,0.0,12.8
2019-06-06,25.8,20.6,32.4,20.3,9.5
2019-06-07,25.4,20.6,32.0,20.1,9.4
2019-06-08,26.3,22.5,31.5,0.0,9.2
2019-06-09,26.7,22.3,33.3,0.0,14.5
2019-06-10,24.9,22.0,33.6,0.0,17.7
2019-06-11,25.0,21.0,30.0,0.0,19.7
2019-06-12,24.2,21.6,30.0,0.0,21.1
2019-06-13,24.8,22.0,29.4,0.0,18.5
2019-06-14,25.3,22.0,31.6,0.0,17.5
2019-06-15,26.5,21.2,31.0,0.0,15.0
2019-06-16,26.8,21.5,31.7,0.0,12.9
2019-06-17,26.5,21.6,32.2,0.0,15.1
2019-06-18,25.9,21.2,32.4,0.0,16.5
2019-06-19,26.6,21.5,31.2,0.0,17.0
2019-06-20,25.7,22.2,32.3,1.3,18.7
2019-06-21,24.6,20.7,30.6,0.0,16.6
2019-06-22,25.1,21.6,29.4,0.0,18.5
2019-06-23,23.8,21.0,29.4,3.0,15.1
2019-06-24,24.5,21.0,29.4,26.4,14.4
2019-06-25,25.0,21.4,29.7,0.0,13.9
2019-06-26,24.6,21.6,29.8,0.0,14.1
2019-06-27,24.9,21.6,30.7,0.0,18.7
2019-06-28,25.2,21.0,31.0,2.0,18.9
2019-06-29,25.1,21.0,31.2,0.0,19.9
2019-06-30,24.6,21.6,30.6,0.0,19.2
2019-07-01,25.6,21.0,29.8,0.0,21.8
2019-07-02,25.5,21.5,30.5,0.0,20.4
2019-07-03,25.4,21.4,30.8,0.0,22.0
2019-07-04,24.4,21.6,30.8,0.0,17.8
2019-07-05,23.7,21.0,30.3,0.0,23.7
2019-07-06,23.8,20.7,29.0,0.0,24.0
2019-07-07,24.5,20.7,28.6,1.0,20.7
2019-07-08,24.4,20.6,29.2,0.0,19.0
2019-07-09,23.8,20.0,29.5,0.0,22.3
2019-07-10,23.2,19.7,29.6,0.0,19.4
2019-07-11,24.2,20.2,29.4,0.0,22.0
2019-07-12,25.3,20.8,31.6,7.1,18.2
2019-07-13,25.2,21.0,31.2,2.5,12.4
2019-07-14,24.7,21.3,30.0,1.0,14.7
2019-07-15,24.2,21.4,30.8,0.3,18.7
2019-07-16,24.8,21.0,30.4,3.0,14.2
2019-07-17,24.8,21.0,30.3,3.0,13.7
2019-07-18,24.3,21.4,29.3,40.4,13.4
2019-07-19,23.6,21.6,28.4,1.0,14.0
2019-07-20,23.4,20.6,28.4,1.3,19.7
2019-07-21,23.0,20.6,27.7,0.0,20.9
2019-07-22,22.2,20.1,27.6,3.3,18.8
2019-07-23,22.0,19.2,26.0,14.0,18.4
2019-07-24,24.3,20.0,29.9,0.3,17.7
2019-07-25,23.8,21.3,29.5,1.0,18.1
2019-07-26,22.6,20.6,28.5,11.2,19.6
2019-07-27,24.1,20.4,28.5,0.0,19.0
2019-07-28,23.4,20.6,29.0,0.0,18.5
2019-07-29,23.4,20.8,28.2,0.0,20.5
2019-07-30,22.9,20.1,27.6,0.0,19.6
2019-07-31,24.2,19.8,30.6,0.0,19.8
2019-08-01,24.7,20.5,29.9,0.0,19.5
2019-08-02,23.6,20.5,30.4,0.0,22.3
2019-08-03,23.8,20.6,29.5,0.0,22.3
2019-08-04,23.8,21.0,28.8,0.0,21.7
2019-08-05,22.4,20.6,27.9,2.0,22.0
2019-08-06,21.8,20.0,25.6,2.8,22.8
2019-08-07,22.1,20.5,25.4,2.0,23.6
2019-08-08,22.0,20.8,25.2,3.0,25.2
2019-08-09,21.8,20.5,25.9,21.1,22.9
2019-08-10,22.7,19.8,26.4,0.8,22.8
2019-08-11,23.0,20.0,28.7,0.0,19.7
2019-08-12,23.2,20.2,27.5,6.1,13.5
2019-08-13,23.1,20.6,27.6,19.1,16.2
2019-08-14,22.8,20.7,27.4,0.3,18.2
2019-08-15,23.2,20.5,28.4,9.1,13.0
2019-08-16,23.1,21.0,29.4,0.0,15.1
2019-08-17,22.2,20.0,28.6,3.0,13.8
2019-08-18,21.7,20.6,24.8,24.1,8.6
2019-08-19,23.5,20.5,29.0,11.7,4.5
2019-08-20,22.8,20.1,29.0,17.5,6.9
2019-08-21,23.2,20.8,27.6,16.5,12.5
2019-08-22,22.7,21.0,27.3,0.0,8.4
2019-08-23,22.7,20.5,27.5,5.3,12.8
2019-08-24,22.7,20.0,27.6,1.5,20.4
2019-08-25,23.0,20.0,28.6,0.0,14.4
2019-08-26,23.0,20.0,28.3,0.0,14.0
2019-08-27,23.9,20.4,29.6,0.3,19.2
2019-08-28,23.7,20.0,29.0,0.0,17.7
2019-08-29,24.1,20.6,29.3,0.0,13.8
2019-08-30,24.3,20.6,29.0,0.0,18.7
2019-08-31,23.0,20.4,28.7,0.0,18.5
2019-09-01,23.0,20.3,26.4,0.0,19.1
2019-09-02,22.3,20.3,26.8,0.5,17.0
2019-09-03,22.2,20.1,26.4,13.0,15.6
2019-09-04,22.2,20.3,26.4,4.6,17.8
2019-09-05,22.6,20.4,28.0,0.0,18.0
2019-09-06,22.8,20.4,27.4,0.5,19.8
2019-09-07,23.2,20.4,27.3,2.3,24.7
2019-09-08,23.6,20.8,27.8,0.3,18.3
2019-09-09,24.1,21.0,27.5,0.3,19.7
2019-09-10,24.2,20.6,27.9,0.0,14.5
2019-09-11,24.1,21.3,28.0,0.0,14.6
2019-09-12,24.0,21.0,29.8,0.0,11.3
2019-09-13,24.7,21.0,29.8,0.5,12.8
2019-09-14,25.1,21.2,30.2,0.0,11.6
2019-09-15,24.8,21.3,30.7,0.0,11.5
2019-09-16,23.2,20.4,29.5,0.3,13.7
2019-09-17,23.2,20.2,28.8,30.7,10.0
2019-09-18,23.9,21.6,28.0,0.5,8.0
2019-09-19,24.2,21.2,28.0,0.3,10.8
2019-09-20,24.2,20.6,29.0,1.8,10.7
2019-09-21,25.2,21.2,30.0,0.0,8.3
2019-09-22,23.2,21.2,30.8,7.9,4.5
2019-09-23,23.7,20.6,29.0,13.0,5.9
2019-09-24,23.5,19.7,28.7,29.7,5.0
2019-09-25,23.2,21.0,28.8,23.6,6.2
2019-09-26,23.9,20.2,28.2,1.8,9.2
2019-09-27,23.9,21.0,30.0,0.0,6.8
2019-09-28,24.7,21.1,29.1,6.1,7.2
2019-09-29,24.7,21.1,30.0,0.0,7.5
2019-09-30,25.2,21.4,30.2,0.0,9.8
2019-10-01,23.5,21.6,30.3,0.0,5.6
2019-10-02,23.8,18.6,29.1,22.1,5.4
2019-10-03,23.5,19.2,30.4,7.9,4.5
2019-10-04,23.0,19.6,28.3,2.3,7.4
2019-10-05,23.5,19.9,29.4,8.6,4.2
2019-10-06,24.3,20.6,28.7,0.5,4.6
2019-10-07,24.1,21.3,29.6,0.0,3.8
2019-10-08,23.3,19.4,29.2,0.0,3.9
2019-10-09,24.3,19.3,30.1,5.6,2.6
2019-10-10,24.7,20.7,30.0,0.0,4.6
2019-10-11,24.4,21.8,30.0,0.0,5.5
2019-10-12,25.0,21.5,29.6,0.5,4.8
2019-10-13,24.9,21.5,29.8,0.0,6.9
2019-10-14,26.7,21.6,29.8,0.0,6.7
2019-10-15,24.7,21.6,30.7,0.0,7.7
2019-10-16,24.5,21.4,30.0,0.0,9.8
2019-10-17,22.4,20.8,28.4,0.0,8.7
2019-10-18,23.0,20.2,27.0,3.8,8.8
2019-10-19,23.4,20.2,27.6,8.9,8.7
2019-10-20,23.3,21.0,27.9,0.0,7.7
2019-10-21,22.2,20.6,28.6,7.9,3.7
2019-10-22,21.4,20.3,27.1,38.9,6.3
2019-10-23,22.8,19.8,28.2,13.2,7.8
2019-10-24,22.5,20.0,27.6,0.0,10.8
2019-10-25,21.5,19.8,26.7,0.0,9.6
2019-10-26,22.4,19.0,27.2,6.1,4.4
2019-10-27,22.3,19.4,27.8,3.0,1.5
2019-10-28,23.1,19.4,27.4,37.1,6.4
2019-10-29,22.0,20.0,27.6,0.0,8.6
2019-10-30,21.4,19.7,25.3,4.6,10.9
2019-10-31,22.5,19.7,25.6,6.9,12.7
2019-11-01,23.8,18.0,29.0,0.3,4.6
2019-11-02,24.2,21.0,29.4,0.0,4.1
2019-11-03,24.4,20.7,29.5,0.0,5.6
2019-11-04,24.0,19.2,29.8,0.0,4.5
2019-11-05,24.1,18.2,30.8,0.0,4.2
2019-11-06,24.1,19.2,30.4,0.0,2.6
2019-11-07,24.7,19.8,30.9,0.0,1.8
2019-11-08,24.4,19.0,29.6,3.0,3.0
2019-11-09,24.3,20.5,29.2,0.0,3.7
2019-11-10,24.6,20.4,29.9,49.5,3.8
2019-11-11,23.8,19.9,29.8,0.0,5.8
2019-11-12,23.1,18.8,28.6,0.0,9.6
2019-11-13,22.9,18.5,28.0,0.0,11.3
2019-11-14,22.3,18.8,28.8,0.0,7.8
2019-11-15,22.7,19.8,26.8,2.8,5.2
2019-11-16,23.5,20.4,26.4,0.5,8.8
2019-11-17,24.0,19.5,29.2,0.0,5.3
2019-11-18,23.8,20.0,29.6,0.0,10.3
2019-11-19,23.6,19.8,29.4,0.0,5.3
2019-11-20,22.3,20.0,29.8,0.0,8.6
2019-11-21,22.4,20.4,27.6,2.5,9.0
2019-11-22,22.3,19.4,25.8,0.0,8.8
2019-11-23,23.2,17.3,28.2,0.0,8.2
2019-11-24,22.5,18.2,29.2,0.0,6.6
2019-11-25,22.4,18.6,28.5,0.0,9.4
2019-11-26,22.7,16.7,27.3,0.0,11.0
2019-11-27,21.9,20.0,28.3,0.3,9.6
2019-11-28,22.6,19.2,28.0,0.0,11.8
2019-11-29,22.5,19.4,28.4,0.0,12.4
2019-11-30,21.4,18.7,27.0,1.5,10.8
2019-12-01,21.2,19.6,24.6,1.8,10.7
2019-12-02,21.3,19.4,25.2,6.9,12.7
2019-12-03,21.1,19.4,24.5,0.5,11.0
2019-12-04,21.2,19.0,26.2,0.0,13.0
2019-12-05,20.8,18.0,26.0,0.0,9.3
2019-12-06,20.4,17.8,25.4,0.0,10.7
2019-12-07,20.3,15.8,24.5,0.0,8.2
2019-12-08,20.2,17.8,24.9,0.5,8.9
2019-12-09,21.5,17.0,27.0,0.0,11.0
2019-12-10,21.6,17.9,26.4,0.0,10.0
2019-12-11,22.3,16.5,26.2,0.0,5.5
2019-12-12,21.4,16.8,27.8,0.0,6.7
2019-12-13,22.2,17.4,28.2,0.0,9.0
2019-12-14,21.1,19.0,28.8,0.0,10.7
2019-12-15,21.7,17.6,26.0,2.8,10.8
2019-12-16,22.1,17.4,26.7,0.0,9.5
2019-12-17,21.3,18.4,27.6,0.0,9.9
2019-12-18,21.6,17.0,26.2,0.0,9.8
2019-12-19,20.7,18.0,26.4,0.0,10.4
2019-12-20,20.9,16.2,26.0,0.0,6.8
2019-12-21,21.9,18.0,28.0,0.0,8.9
2019-12-22,21.8,18.4,28.3,0.0,8.9
2019-12-23,21.0,18.1,28.0,0.0,8.1
2019-12-24,22.3,18.4,28.0,0.0,7.1
2019-12-25,21.6,19.0,28.6,0.0,7.4
2019-12-26,22.3,19.0,29.0,0.0,5.4
2019-12-27,23.4,18.0,29.6,0.0,6.0
2019-12-28,21.9,17.6,29.8,0.0,9.4
2019-12-29,21.8,16.8,28.2,0.0,8.3
2019-12-30,21.7,17.5,27.6,0.0,9.6
2019-12-31,21.9,17.5,28.1,0.0,8.1
2020-01-01,22.0,19.2,27.2,0.0,9.7
2020-01-02,22.2,19.4,28.0,0.0,5.5
2020-01-03,23.4,19.4,28.4,0.0,5.9
2020-01-04,23.6,18.8,30.5,0.0,3.9
2020-01-05,24.2,20.4,30.5,0.0,6.3
2020-01-06,22.1,20.4,30.8,0.3,9.9
2020-01-07,22.2,18.8,26.2,0.0,10.0
2020-01-08,22.7,18.2,28.5,0.0,7.5
2020-01-09,23.1,18.0,29.8,0.0,5.5
2020-01-10,22.1,15.0,30.4,0.0,9.1
2020-01-11,20.8,15.6,29.2,0.0,11.0
2020-01-12,21.1,15.5,28.5,0.0,9.1
2020-01-13,22.9,17.4,29.0,0.0,4.7
2020-01-14,21.9,16.4,29.0,0.0,5.8
2020-01-15,21.0,14.4,29.5,0.0,7.6
2020-01-16,21.8,15.3,29.5,0.0,5.7
2020-01-17,22.1,15.8,28.7,0.0,5.4
2020-01-18,22.4,18.4,29.9,0.0,11.6
2020-01-19,23.3,19.2,29.0,0.0,10.5
2020-01-20,23.3,17.7,29.8,0.0,8.5
2020-01-21,22.6,17.2,31.0,0.0,11.3
2020-01-22,22.3,16.0,30.2,0.0,12.3
2020-01-23,23.2,17.9,30.1,0.0,10.7
2020-01-24,22.7,17.0,30.4,0.0,8.1
2020-01-25,22.6,15.4,31.3,0.0,6.1
2020-01-26,23.4,15.5,31.7,0.0,4.3
2020-01-27,23.9,15.9,32.7,0.0,5.6
2020-01-28,23.9,19.1,31.8,0.0,5.8
2020-01-29,24.2,18.3,31.6,0.0,4.1
2020-01-30,24.8,17.5,32.0,0.0,2.7
2020-01-31,25.1,19.0,33.4,0.0,5.6
2020-02-01,23.4,18.8,32.7,0.0,9.1
2020-02-02,22.9,17.4,30.5,0.0,10.9
2020-02-03,23.3,17.2,29.2,0.0,9.9
2020-02-04,23.5,16.0,31.0,0.0,9.1
2020-02-05,23.7,18.5,30.4,0.0,7.0
2020-02-06,24.0,17.7,30.3,0.0,4.4
2020-02-07,23.7,18.0,31.0,0.0,5.7
2020-02-08,24.4,19.0,30.8,0.0,5.4
2020-02-09,23.8,18.2,31.6,0.0,8.7
2020-02-10,23.2,19.0,30.4,0.0,12.8
2020-02-11,23.2,16.4,29.5,0.0,13.9
2020-02-12,23.3,17.4,30.4,0.0,10.0
2020-02-13,24.5,18.6,29.4,0.0,8.4
2020-02-14,24.7,18.0,32.2,0.0,3.8
2020-02-15,25.2,17.6,32.3,0.0,4.8
2020-02-16,24.8,17.5,33.1,0.0,7.4
2020-02-17,23.9,17.2,32.6,0.0,8.7
2020-02-18,23.9,17.0,32.4,0.0,7.5
2020-02-19,23.8,17.6,32.6,0.0,7.3
2020-02-20,23.7,16.5,31.5,0.0,9.0
2020-02-21,24.0,16.6,32.6,0.0,9.6
2020-02-22,24.1,18.4,32.2,0.0,10.6
2020-02-23,23.7,18.0,31.4,0.0,10.0
2020-02-24,23.3,18.6,31.0,0.0,8.9
2020-02-25,25.0,18.0,32.0,0.0,7.1
2020-02-26,25.4,19.4,32.5,0.0,7.5
2020-02-27,25.2,20.4,32.4,0.0,8.6
2020-02-28,24.5,19.2,31.6,0.0,9.9
2020-02-29,25.2,19.5,31.0,0.0,8.4
2020-03-01,25.5,20.2,32.8,0.0,8.4
2020-03-02,24.5,20.4,32.3,0.0,4.5
2020-03-03,25.8,20.0,30.6,0.0,3.8
2020-03-04,26.4,21.6,33.0,1.0,3.7
2020-03-05,27.4,21.6,32.4,0.0,6.1
2020-03-06,26.6,22.4,33.4,0.0,5.5
2020-03-07,26.1,22.3,33.4,1.0,6.8
2020-03-08,26.4,21.4,32.3,0.0,6.8
2020-03-09,26.4,21.6,33.3,0.0,6.1
2020-03-10,27.0,22.4,32.9,0.0,6.6
2020-03-11,26.9,22.2,34.0,0.0,6.1
2020-03-12,26.3,19.8,33.6,0.0,6.6
2020-03-13,26.4,21.0,34.4,0.0,6.8
2020-03-14,26.9,20.4,33.8,0.0,5.5
2020-03-15,26.6,20.5,34.4,0.0,8.8
2020-03-16,26.6,19.5,34.5,0.0,9.6
2020-03-17,26.3,20.2,34.2,0.0,12.5
2020-03-18,27.2,19.4,33.0,0.0,8.6
2020-03-19,27.6,20.9,35.2,0.0,4.8
2020-03-20,25.4,21.8,35.2,0.0,7.2
2020-03-21,27.4,22.0,34.1,1.0,4.4
2020-03-22,27.8,22.8,35.4,0.0,4.9
2020-03-23,25.3,23.0,34.4,0.0,5.5
2020-03-24,27.4,20.8,34.4,5.1,6.3
2020-03-25,26.8,21.0,34.7,0.0,6.7
2020-03-26,26.9,20.6,34.0,0.0,9.0
2020-03-27,26.4,19.6,33.8,0.0,9.1
2020-03-28,26.9,19.2,34.0,0.0,7.0
2020-03-29,27.8,19.4,35.2,0.0,7.1
2020-03-30,27.8,21.4,35.6,0.0,7.7
2020-03-31,27.8,19.6,36.1,0.0,8.6
2020-04-01,28.8,21.0,35.4,0.0,8.6
2020-04-02,28.8,22.0,36.0,0.0,8.0
2020-04-03,28.5,23.0,35.8,0.0,7.7
2020-04-04,28.4,22.1,35.6,0.0,6.4
2020-04-05,28.8,22.3,36.0,0.0,6.4
2020-04-06,27.7,22.0,36.4,0.0,4.9
2020-04-07,25.0,21.0,35.6,30.0,6.1
2020-04-08,26.8,21.0,33.0,0.0,3.7
2020-04-09,24.9,20.0,33.7,0.0,5.1
2020-04-10,24.7,18.6,33.4,33.3,4.2
2020-04-11,26.6,21.0,32.0,0.0,7.9
2020-04-12,27.1,20.5,32.2,0.0,6.9
2020-04-13,27.6,20.5,35.0,0.0,6.7
2020-04-14,27.3,19.6,34.8,0.0,9.2
2020-04-15,27.7,20.8,34.6,0.0,6.4
2020-04-16,28.0,23.0,34.5,0.0,6.5
2020-04-17,28.3,23.5,34.9,0.0,6.5
2020-04-18,28.4,23.8,35.2,0.0,5.6
2020-04-19,28.2,24.0,34.4,0.0,6.8
2020-04-20,28.2,22.6,34.2,0.0,8.5
2020-04-21,28.0,22.3,34.2,0.0,5.5
2020-04-22,29.6,24.6,34.6,0.0,5.3
2020-04-23,29.1,23.4,35.4,0.0,4.1
2020-04-24,25.7,20.5,36.0,23.1,4.1
2020-04-25,25.8,22.7,30.8,0.0,7.5
2020-04-26,26.7,22.6,32.0,0.0,6.6
2020-04-27,26.7,22.4,31.6,0.0,3.5
2020-04-28,27.2,23.0,35.0,3.0,4.6
2020-04-29,23.2,19.6,34.0,30.7,4.1
2020-04-30,26.5,21.0,34.0,1.0,3.1
2020-05-01,28.7,23.0,32.8,0.0,3.7
2020-05-02,27.7,23.7,33.6,0.0,4.0
2020-05-03,27.5,23.2,33.4,0.0,3.7
2020-05-04,28.7,23.0,33.8,0.0,3.1
2020-05-05,29.1,23.4,34.8,0.0,4.9
2020-05-06,27.2,22.4,34.3,0.0,5.4
2020-05-07,26.9,23.1,33.6,0.0,5.0
2020-05-08,27.7,23.4,32.5,0.0,3.7
2020-05-09,29.1,23.8,35.4,0.0,6.2
2020-05-10,29.0,24.0,35.2,0.0,7.6
2020-05-11,28.3,23.6,35.3,0.0,5.8
2020-05-12,27.6,23.4,34.0,0.0,8.1
2020-05-13,27.9,22.4,33.8,0.0,5.2
2020-05-14,28.7,23.7,33.8,0.0,7.0
2020-05-15,29.0,24.0,34.9,0.0,4.0
2020-05-16,28.3,24.0,35.2,0.0,5.3
2020-05-17,27.8,23.0,34.9,0.0,6.7
2020-05-18,25.3,21.2,35.6,10.9,13.8
2020-05-19,26.7,22.6,31.7,0.0,17.6
2020-05-20,27.8,21.8,33.0,0.0,15.7
2020-05-21,26.4,22.0,33.2,0.0,11.5
2020-05-22,28.6,22.1,34.8,0.0,12.2
2020-05-23,28.7,22.9,35.3,0.0,10.1
2020-05-24,25.6,22.0,35.6,0.0,10.1
2020-05-25,26.7,22.0,34.4,35.3,6.9
2020-05-26,25.6,20.6,33.4,0.0,10.4
2020-05-27,24.1,20.9,32.9,31.0,8.9
2020-05-28,24.9,20.8,32.6,0.0,9.7
2020-05-29,24.1,20.6,32.4,4.3,7.1
2020-05-30,24.6,20.2,32.6,24.4,4.7
2020-05-31,26.3,22.4,32.1,0.3,2.9
2020-06-01,25.9,22.4,32.8,0.0,6.0
2020-06-02,24.4,20.5,32.0,0.0,8.4
2020-06-03,24.7,21.2,28.8,0.0,14.5
2020-06-04,25.4,21.8,29.4,0.0,14.6
2020-06-05,25.7,21.6,31.4,0.0,13.2
2020-06-06,24.6,20.6,31.4,0.0,9.9
2020-06-07,24.5,20.8,30.4,20.3,12.3
2020-06-08,26.2,21.2,32.0,0.0,11.7
2020-06-09,25.4,21.6,32.5,0.0,12.4
2020-06-10,24.7,21.6,30.0,0.0,12.9
2020-06-11,23.1,20.0,30.5,1.0,15.5
2020-06-12,23.0,19.8,27.6,20.6,21.2
2020-06-13,23.3,20.0,28.6,0.0,15.2
2020-06-14,23.9,21.0,30.0,1.8,20.9
2020-06-15,25.0,21.2,28.9,0.0,19.0
2020-06-16,24.8,20.8,34.3,2.0,17.7
2020-06-17,23.4,21.4,28.0,0.0,16.9
2020-06-18,23.3,20.6,27.2,0.0,16.4
2020-06-19,24.7,20.7,31.0,0.0,17.8
2020-06-20,25.2,21.2,29.6,0.0,16.0
2020-06-21,23.8,21.1,30.3,0.0,14.4
2020-06-22,23.4,21.0,29.0,0.3,15.4
2020-06-23,25.3,20.6,31.0,2.3,12.7
2020-06-24,24.2,20.4,30.4,4.6,7.3
2020-06-25,23.7,19.5,31.4,22.1,3.6
2020-06-26,24.2,20.4,30.4,39.6,2.2
2020-06-27,24.4,21.0,29.2,0.0,4.2
2020-06-28,24.8,21.4,29.0,2.3,5.8
2020-06-29,23.6,21.4,30.0,0.0,5.4
2020-06-30,24.6,20.4,30.0,1.3,8.1
2020-07-01,24.7,21.2,29.4,0.0,10.9
2020-07-02,22.4,20.5,28.4,0.0,12.0
2020-07-03,22.6,19.9,26.7,7.1,16.3
2020-07-04,22.8,20.0,28.4,7.1,18.1
2020-07-05,23.3,21.0,27.2,0.0,15.3
2020-07-06,23.1,20.6,27.6,0.5,17.7
2020-07-07,23.4,20.8,30.2,0.0,16.4
2020-07-08,22.9,20.6,28.6,7.4,14.4
2020-07-09,23.7,20.2,29.4,24.4,11.0
2020-07-10,23.1,20.6,28.8,29.2,10.9
2020-07-11,24.6,21.0,29.0,0.5,11.9
2020-07-12,25.1,21.0,29.4,0.3,12.6
2020-07-13,24.3,21.5,29.3,0.0,10.5
2020-07-14,23.8,21.4,29.4,0.0,11.0
2020-07-15,22.4,22.0,26.2,0.0,10.0
2020-07-16,21.8,20.6,26.0,6.6,10.7
2020-07-17,22.2,20.4,25.2,10.9,14.3
2020-07-18,23.4,20.9,28.0,0.0,7.1
2020-07-19,24.4,21.4,30.0,0.8,4.1
2020-07-20,23.4,22.0,29.6,11.2,3.6
2020-07-21,24.5,19.0,29.6,24.1,5.2
2020-07-22,25.8,22.0,30.4,0.0,4.1
2020-07-23,25.1,21.0,31.0,0.0,3.4
2020-07-24,23.8,21.5,30.8,4.3,5.6
2020-07-25,23.7,20.5,30.0,0.0,10.7
2020-07-26,23.6,20.4,29.4,4.1,12.4
2020-07-27,24.1,20.4,29.0,0.0,11.3
2020-07-28,24.7,20.6,29.0,2.3,8.8
2020-07-29,22.9,21.2,29.5,7.9,5.6
2020-07-30,23.5,20.2,29.0,1.3,9.3
2020-07-31,23.9,21.4,28.6,4.1,10.5
2020-08-01,23.0,20.4,29.6,2.0,12.5
2020-08-02,22.8,19.8,28.0,3.3,19.3
2020-08-03,22.9,20.4,27.8,2.5,20.3
2020-08-04,21.9,20.0,26.0,1.5,21.9
2020-08-05,22.1,19.8,26.0,1.8,20.4
2020-08-06,23.4,20.8,30.0,2.8,18.9
2020-08-07,23.4,21.4,27.8,1.3,19.1
2020-08-08,22.4,20.5,27.2,0.0,17.6
2020-08-09,21.8,20.2,27.4,2.3,17.4
2020-08-10,21.9,19.5,26.0,12.2,18.2
2020-08-11,22.8,20.6,28.0,0.0,14.3
2020-08-12,23.4,20.5,28.0,5.1,19.0
2020-08-13,23.7,20.6,28.1,0.0,16.5
2020-08-14,22.7,20.2,28.0,0.0,16.0
2020-08-15,22.4,20.4,25.6,0.0,17.2
2020-08-16,21.6,20.0,25.6,0.0,16.9
2020-08-17,22.2,20.1,27.0,0.3,11.0
2020-08-18,23.0,20.6,26.2,1.0,14.4
2020-08-19,23.1,20.4,26.4,0.0,14.6
2020-08-20,22.8,20.6,26.8,0.0,13.7
2020-08-21,24.1,20.0,29.0,0.0,11.1
2020-08-22,24.1,20.6,28.0,0.0,8.2
2020-08-23,24.1,21.0,29.2,0.0,8.2
2020-08-24,24.1,20.9,27.8,2.0,5.8
2020-08-25,25.0,20.5,30.0,0.0,5.8
